"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","MEGAHIT-MetaBAT2-ERR2143759.7","MEGAHIT-MetaBAT2-ERR2143760.4","SPAdes-MetaBAT2-ERR2143759.4","SPAdes-MetaBAT2-ERR2143760.5"
"group_1373","","hypothetical protein","1","1","1","1","23","3","4","","629","629","629","","OJEIIDGO_02723","",""
"rpmJ","","50S ribosomal protein L36","1","1","1","1","22","3","3","","125","125","125","","OJEIIDGO_02724","",""
"group_1375","","Tn3 family transposase TnXax1","1","1","1","1","21","3","2","","1262","1262","1262","","OJEIIDGO_02725","",""
"group_1376","","hypothetical protein","1","1","1","391","1","344","3","","437","437","437","","OJEIIDGO_02731","",""
"group_1377","","hypothetical protein","1","1","1","391","3","344","2","","464","464","464","","OJEIIDGO_02732","",""
"group_1378","","hypothetical protein","1","1","1","391","2","344","1","","230","230","230","","OJEIIDGO_02733","",""
"parA","","Chromosome partitioning protein ParA","1","1","1","385","3","332","1","","821","821","821","","OJEIIDGO_02791","",""
"rsmG_2","","Ribosomal RNA small subunit methyltransferase G","1","1","1","385","2","332","2","","641","641","641","","OJEIIDGO_02792","",""
"mnmG_2","","tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG","1","1","1","385","1","332","3","","338","338","338","","OJEIIDGO_02793","",""
"group_1386","","hypothetical protein","1","1","1","448","1","403","1","Investigate","464","464","464","","OJEIIDGO_02806","",""
"group_1387","","hypothetical protein","1","1","1","2","63","520","1","","224","224","224","","OJEIIDGO_02807","",""
"group_1388","","hypothetical protein","1","1","1","408","1","404","1","Investigate","965","965","965","","OJEIIDGO_02816","",""
"group_1389","","hypothetical protein","1","1","1","390","1","328","1","","239","239","239","","OJEIIDGO_02863","",""
"group_1390","","hypothetical protein","1","1","1","390","3","328","2","","434","434","434","","OJEIIDGO_02864","",""
"group_1391","","hypothetical protein","1","1","1","390","2","328","3","","230","230","230","","OJEIIDGO_02865","",""
"group_1392","","hypothetical protein","1","1","1","116","10","","","","407","407","407","","OJEIIDGO_02874","",""
"group_1395","","hypothetical protein","1","1","1","20","10","509","1","","146","146","146","","OJEIIDGO_02890","",""
"group_1396","","hypothetical protein","1","1","1","447","2","411","2","Investigate","212","212","212","","OJEIIDGO_02910","",""
"legI","","N,N'-diacetyllegionaminic acid synthase","1","1","1","447","1","411","1","Investigate","530","530","530","","OJEIIDGO_02911","",""
"group_1399","","hypothetical protein","1","1","1","373","2","329","3","","755","755","755","","OJEIIDGO_02931","",""
"rhlE_2","","ATP-dependent RNA helicase RhlE","1","1","1","373","3","329","2","","1487","1487","1487","","OJEIIDGO_02932","",""
"gluQ","","Glutamyl-Q tRNA(Asp) synthetase","1","1","1","373","1","329","1","","554","554","554","","OJEIIDGO_02933","",""
"group_1403","","hypothetical protein","1","1","1","435","2","397","1","Investigate","266","266","266","","OJEIIDGO_02987","",""
"group_1404","","hypothetical protein","1","1","1","435","1","397","2","Investigate","914","914","914","","OJEIIDGO_02988","",""
"group_1406","","hypothetical protein","1","1","1","358","1","300","1","","1118","1118","1118","","OJEIIDGO_02992","",""
"group_1407","","hypothetical protein","1","1","1","358","2","300","2","","275","275","275","","OJEIIDGO_02993","",""
"group_1408","","hypothetical protein","1","1","1","358","5","300","3","","272","272","272","","OJEIIDGO_02994","",""
"group_1409","","hypothetical protein","1","1","1","358","4","300","5","","872","872","872","","OJEIIDGO_02995","",""
"group_1410","","hypothetical protein","1","1","1","358","3","300","4","","575","575","575","","OJEIIDGO_02996","",""
"thrS_1","","Threonine--tRNA ligase","1","1","1","360","5","299","5","","668","668","668","","OJEIIDGO_03002","",""
"infC_1","","Translation initiation factor IF-3","1","1","1","360","4","299","4","","350","350","350","","OJEIIDGO_03003","",""
"group_1413","","hypothetical protein","1","1","1","360","3","299","3","","992","992","992","","OJEIIDGO_03004","",""
"miaA_2","","tRNA dimethylallyltransferase","1","1","1","360","2","299","2","","779","779","779","","OJEIIDGO_03005","",""
"cysK","","Cysteine synthase","1","1","1","360","1","299","1","","821","821","821","","OJEIIDGO_03006","",""
"group_1416","","hypothetical protein","1","1","1","14","37","","","","470","470","470","","OJEIIDGO_03030","",""
"group_1419","","hypothetical protein","1","1","1","151","7","13","6","","269","269","269","","OJEIIDGO_03124","",""
"group_1420","","hypothetical protein","1","1","1","151","8","13","5","","263","263","263","","OJEIIDGO_03125","",""
"group_1421","","hypothetical protein","1","1","1","151","9","13","4","","233","233","233","","OJEIIDGO_03126","",""
"group_1422","","hypothetical protein","1","1","1","107","3","470","1","","134","134","134","","OJEIIDGO_03138","",""
"phnX_2","","Phosphonoacetaldehyde hydrolase","1","1","1","388","3","334","3","","308","308","308","","OJEIIDGO_03140","",""
"group_1424","","hypothetical protein","1","1","1","388","2","334","2","","284","284","284","","OJEIIDGO_03141","",""
"group_1425","","IS3 family transposase ISPpu29","1","1","1","388","1","334","1","","857","857","857","","OJEIIDGO_03142","",""
"group_1426","","hypothetical protein","1","1","1","383","1","353","2","","554","554","554","","OJEIIDGO_03155","",""
"group_1427","","hypothetical protein","1","1","1","383","3","353","3","","539","539","539","","OJEIIDGO_03156","",""
"group_1428","","hypothetical protein","1","1","1","383","2","353","1","","215","215","215","","OJEIIDGO_03157","",""
"group_1431","","hypothetical protein","1","1","1","35","9","518","1","","167","167","167","","OJEIIDGO_03170","",""
"group_1432","","hypothetical protein","1","1","1","417","1","424","1","Investigate","1262","1262","1262","","OJEIIDGO_03196","",""
"group_1433","","hypothetical protein","1","1","1","20","19","521","1","","398","398","398","","OJEIIDGO_03203","",""
"group_1434","","hypothetical protein","1","1","1","460","1","393","1","Investigate","1700","1700","1700","","OJEIIDGO_03258","",""
"icd_2","","Isocitrate dehydrogenase [NADP]","1","1","1","386","2","351","1","","251","251","251","","OJEIIDGO_03263","",""
"cspD","","Cold shock-like protein CspD","1","1","1","386","3","351","2","","206","206","206","","OJEIIDGO_03264","",""
"clpS_2","","ATP-dependent Clp protease adapter protein ClpS","1","1","1","386","1","351","3","","326","326","326","","OJEIIDGO_03265","",""
"group_1438","","hypothetical protein","1","1","1","47","5","466","1","","314","314","314","","OJEIIDGO_03328","",""
"yceI_2","","Protein YceI","1","1","1","409","2","406","2","Investigate","656","656","656","","OJEIIDGO_03338","",""
"group_1440","","hypothetical protein","1","1","1","409","1","406","1","Investigate","422","422","422","","OJEIIDGO_03339","",""
"ctaC","","Cytochrome c oxidase subunit 2","1","1","1","374","1","337","1","","851","851","851","","OJEIIDGO_03340","",""
"ctaD","","Cytochrome c oxidase subunit 1","1","1","1","374","2","337","3","","1595","1595","1595","","OJEIIDGO_03341","",""
"group_1443","","hypothetical protein","1","1","1","374","3","337","2","","266","266","266","","OJEIIDGO_03342","",""
"group_1444","","IS630 family transposase ISAcma41","1","1","1","227","1","14","1","","476","476","476","","OJEIIDGO_03358","",""
"group_1445","","IS630 family transposase ISMae22","1","1","1","227","7","14","5","","506","506","506","","OJEIIDGO_03359","",""
"group_1447","","hypothetical protein","1","1","1","370","4","315","2","","506","506","506","","OJEIIDGO_03370","",""
"atpH_3","","ATP synthase subunit delta","1","1","1","370","3","315","3","","572","572","572","","OJEIIDGO_03371","",""
"atpF_2","","ATP synthase subunit b","1","1","1","370","2","315","4","","494","494","494","","OJEIIDGO_03372","",""
"atpE","","ATP synthase subunit c","1","1","1","370","1","315","1","","251","251","251","","OJEIIDGO_03373","",""
"suhB","","Inositol-1-monophosphatase","1","1","1","413","1","414","1","Investigate","791","791","791","","OJEIIDGO_03395","",""
"group_1455","","hypothetical protein","1","1","1","436","1","366","2","Investigate","641","641","641","","OJEIIDGO_03427","",""
"group_1456","","hypothetical protein","1","1","1","436","2","366","1","Investigate","1436","1436","1436","","OJEIIDGO_03428","",""
"group_1457","","hypothetical protein","1","1","1","420","1","357","1","Investigate","386","386","386","","OJEIIDGO_03429","",""
"purN_2","","Phosphoribosylglycinamide formyltransferase","1","1","1","420","2","357","2","Investigate","596","596","596","","OJEIIDGO_03430","",""
"group_1459","","hypothetical protein","1","1","1","430","1","370","2","Investigate","233","233","233","","OJEIIDGO_03442","",""
"group_1460","","hypothetical protein","1","1","1","430","2","370","1","Investigate","188","188","188","","OJEIIDGO_03443","",""
"tufA","","Elongation factor Tu","1","1","1","397","1","360","1","Investigate","1175","1175","1175","","OJEIIDGO_03448","",""
"group_1462","","hypothetical protein","1","1","1","397","2","360","2","Investigate","617","617","617","","OJEIIDGO_03449","",""
"group_1463","","hypothetical protein","1","1","1","113","1","459","1","","146","146","146","","OJEIIDGO_03452","",""
"group_1464","","hypothetical protein","1","1","1","387","1","346","3","","311","311","311","","OJEIIDGO_03457","",""
"group_1465","","hypothetical protein","1","1","1","387","2","346","2","","365","365","365","","OJEIIDGO_03458","",""
"group_1466","","hypothetical protein","1","1","1","387","3","346","1","","569","569","569","","OJEIIDGO_03459","",""
"group_1467","","hypothetical protein","1","1","1","393","3","348","1","","371","371","371","","OJEIIDGO_03509","",""
"group_1468","","hypothetical protein","1","1","1","393","2","348","2","","374","374","374","","OJEIIDGO_03510","",""
"group_1469","","hypothetical protein","1","1","1","393","1","348","3","","662","662","662","","OJEIIDGO_03511","",""
"pcrA_2","","ATP-dependent DNA helicase PcrA","1","1","1","102","3","","","","947","947","947","","","","KOKFBEGO_02782"
"group_1470","","hypothetical protein","1","1","1","159","1","","","","482","482","482","","OJEIIDGO_03530","",""
"group_1471","","hypothetical protein","1","1","1","427","1","389","2","Investigate","707","707","707","","OJEIIDGO_03531","",""
"group_1472","","hypothetical protein","1","1","1","427","2","389","1","Investigate","2315","2315","2315","","OJEIIDGO_03532","",""
"group_1476","","hypothetical protein","1","1","1","410","1","421","2","Investigate","152","152","152","","OJEIIDGO_03565","",""
"group_1477","","hypothetical protein","1","1","1","410","2","421","1","Investigate","179","179","179","","OJEIIDGO_03566","",""
"group_1478","","hypothetical protein","1","1","1","416","1","409","2","Investigate","389","389","389","","OJEIIDGO_03567","",""
"group_1479","","hypothetical protein","1","1","1","416","2","409","1","Investigate","143","143","143","","OJEIIDGO_03568","",""
"group_1481","","hypothetical protein","1","1","1","378","1","342","1","","329","329","329","","OJEIIDGO_03586","",""
"group_1482","","hypothetical protein","1","1","1","378","2","342","3","","203","203","203","","OJEIIDGO_03587","",""
"group_1483","","hypothetical protein","1","1","1","378","3","342","2","","266","266","266","","OJEIIDGO_03588","",""
"group_1484","","hypothetical protein","1","1","1","94","15","45","1","","110","110","110","","OJEIIDGO_03593","",""
"group_1485","","hypothetical protein","1","1","1","449","1","415","1","Investigate","476","476","476","","OJEIIDGO_03594","",""
"group_1486","","hypothetical protein","1","1","1","132","11","","","","89","89","89","","OJEIIDGO_03603","",""
"group_1487","","hypothetical protein","1","1","1","432","2","420","1","Investigate","830","830","830","","OJEIIDGO_03604","",""
"group_1488","","hypothetical protein","1","1","1","432","1","420","2","Investigate","530","530","530","","OJEIIDGO_03605","",""
"group_1489","","hypothetical protein","1","1","1","80","1","495","1","","116","116","116","","OJEIIDGO_03609","",""
"rluD_2","","Ribosomal large subunit pseudouridine synthase D","1","1","1","426","1","379","1","Investigate","1058","1058","1058","","OJEIIDGO_03620","",""
"intS","","Prophage integrase IntS","1","1","1","433","1","422","1","Investigate","1238","1238","1238","","OJEIIDGO_03622","",""
"group_1492","","hypothetical protein","1","1","1","197","5","","","","557","557","557","","OJEIIDGO_03628","",""
"group_1496","","hypothetical protein","1","1","1","8","12","305","1","","185","185","185","","OJEIIDGO_03649","",""
"group_15","","hypothetical protein","1","1","1","1","81","235","1","","194","194","194","KKNACEHJ_01599","","",""
"group_1504","","hypothetical protein","1","1","1","351","2","285","2","","233","233","233","","OJEIIDGO_03675","",""
"group_1505","","hypothetical protein","1","1","1","351","1","285","1","","161","161","161","","OJEIIDGO_03676","",""
"group_1506","","hypothetical protein","1","1","1","300","1","","","Investigate","191","191","191","","OJEIIDGO_03678","",""
"sspH2","","E3 ubiquitin-protein ligase SspH2","1","1","1","10","9","289","1","","1139","1139","1139","","OJEIIDGO_03686","",""
"group_1509","","hypothetical protein","1","1","1","10","7","289","2","","92","92","92","","OJEIIDGO_03688","",""
"group_1510","","hypothetical protein","1","1","1","453","1","428","1","Investigate","1694","1694","1694","","OJEIIDGO_03712","",""
"group_1514","","hypothetical protein","1","1","1","200","1","505","1","","200","200","200","","OJEIIDGO_03742","",""
"rpoB_1","","DNA-directed RNA polymerase subunit beta","1","1","1","359","1","304","1","","1919","1919","1919","","OJEIIDGO_03770","",""
"group_1516","","hypothetical protein","1","1","1","359","2","304","2","","401","401","401","","OJEIIDGO_03771","",""
"group_1517","","hypothetical protein","1","1","1","359","3","304","5","","431","431","431","","OJEIIDGO_03772","",""
"group_1518","","hypothetical protein","1","1","1","359","4","304","4","","470","470","470","","OJEIIDGO_03773","",""
"group_1519","","hypothetical protein","1","1","1","359","5","304","3","","875","875","875","","OJEIIDGO_03774","",""
"group_1521","","hypothetical protein","1","1","1","152","3","","","","230","230","230","","OJEIIDGO_03782","",""
"rpsL_2","","30S ribosomal protein S12","1","1","1","414","2","416","1","Investigate","371","371","371","","OJEIIDGO_03799","",""
"sctC","","Type 3 secretion system secretin","1","1","1","414","1","416","2","Investigate","821","821","821","","OJEIIDGO_03800","",""
